fecha,REGIMEN ADUANERO,REFRENDO,DAU,ITEM,RUC IMPORTADOR,IMPORTADOR,PAIS DE ORIGEN,PAIS DE PROCEDENCIA,CIUDAD EMBARQUE,VIA DE TRANSPORTE,ADUANA,PARTIDA ARANCELARIA,DESCRIPCION ARANCELARIA,DESCRIPCION PRODUCTO COMERCIAL,MARCA,ESTADO DE MERCANCIA,BULTOS,CANTIDAD,UNIDAD DE MEDIDA,ADVALOREM,US$ FOB,US$ FLETE,US$ SEGURO,US$ CIF,EMBARCADOR,EMPRESA DE TRANSPORTE,PAIS DE EMBARQUE,CONTENEDOR,AGENTE DE ADUANA,NAVE,NUMERO DE MANIFIESTO,CONOCIMIENTO EMBARQUE,DEPOSITO COMERCIAL,PESO NETO KG,TIPO AFORO,DIRECCIÓN CONSIGNATARIO,FECHA DE EMBARQUE,FECHA DE LLEGADA,FECHA INGRESO SISTEMA,FECHA PAGO,FACTURA,CARACTERISTICAS,PRODUCTO,MARCA COMERCIAL,AÑO FABRICACIÓN,MODELO MERCADERIA,US$ FOB UNIT,FECHA DE LIQUIDACIÓN,FECHA AFORO,INCOTERM,AGENCIA DE CARGA,CODIGO DE LIBERACION,CÓDIGO TNAN,NUMERO DE CARGA FINAL,FECHA DE SALIDA DE ALMACEN
16-12-2021,IMPORTACION A CONSUMO,028-2021-10-01121975,01001418,1,0992717769001,IMPORTADORA ECUASINO S.A.,CHINA,CHINA,SHEKOU,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERADORES,S/MARCA,NUEVA,4728,350,NUMERO DE UNIDADES,0,245350,72515,127.15,317992.16,HUBEI PROVINCIAL JIAXIN MACHINERY IMPORT AND EXPORT CO LT,AGENCIA MARITIMA GLOBAL MARGLOBAL SA,CHINA,5,01904810-VERA SERRANO JORGE LUIS,RDO ENDEAVOUR,CEC2021WHLU5490,025B732377,05907400-INARPI S.A.,75321,AFORO-AFORO AUTOMATICO,AVENIDA RODRIGO CHAVEZ 274 Y AVENIDA TANCA MARENGO,20211103,20211215,20211216,20211216,FD21H926,RUEDAS DE PALETAS,AERADORES,S/MARCA,0,S/MODELO,701,20211216,20211216,FOB,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2021WHLU54900033,20211217
29-12-2021,IMPORTACION A CONSUMO,028-2021-10-01170579,01001457,1,0992717769001,IMPORTADORA ECUASINO S.A.,CHINA,CHINA,SHEKOU,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERADORES,S/MARCA,NUEVA,4754,350,NUMERO DE UNIDADES,0,239750,66015,122.31,305887.31,HUBEI PROVINCIAL JIAXIN MACHINERY IMPORT AND EXPORT CO LT,AGENCIA MARITIMA GLOBAL MARGLOBAL SA,CHINA,5,01904810-VERA SERRANO JORGE LUIS,WAN HAI 722,CEC2021WHLU5492,025B743987,05907400-INARPI S.A.,78590,AFORO-AFORO AUTOMATICO,AVENIDA RODRIGO CHAVEZ 274 Y AVENIDA TANCA MARENGO,20211121,20211228,20211229,20211229,FD21H927,RUEDAS DE PALETAS,AERADORES,S/MARCA,0,S/MODELO,685,20211229,20211229,FOB,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2021WHLU54920034,20211229
10-12-2021,IMPORTACION A CONSUMO,028-2021-10-01097326,00006343,1,0992717769001,IMPORTADORA ECUASINO S.A.,CHINA,CHINA,SHEKOU,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERADORES,S/MARCA,NUEVA,4140,280,NUMERO DE UNIDADES,0,257103,55655,102.84,312860.84,HUBEI PROVINCIAL JIAXIN MACHINERY,CMA-CGM ECUADOR S.A.,CHINA,5,01904810-VERA SERRANO JORGE LUIS,CMA CGM AQUILA,CEC2021CMAU0147,SHZ4292978,05907400-INARPI S.A.,60973,AFORO-AFORO AUTOMATICO,"AGUIRRE 616 Y BOYACA,",20211027,20211208,20211210,20211210,FD21H924,RUEDAS DE PALETAS,AERADORES,S/MARCA,0,S/MODELO,918.23,20211210,20211210,FOB,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2021CMAU01470196,20211210
04-05-2021,IMPORTACION A CONSUMO,028-2021-10-00358569,00000990,1,1.70626E+12,ENRIQUEZ ESPINOSA FERNANDO ELOY,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERATOR,SIN MARCA,NUEVA,30,20,NUMERO DE UNIDADES,0,3700,75,37.75,3812.75,"TAIZHOU QIANMEI MACHINE CO.,LTD",AGENCIA DEL PACIFICO DELPAC S.A.,CHINA,0,01777833-CORADUANAS-ECU CIA.LTDA.,KOTA CANTIK,CEC2021PCIU0005,NGB/GYE/01268,05907400-INARPI S.A.,500,AFORO-AFORO DOCUMENTAL,URB. ALTOS DEL VALLE EDF TOSCANA 1C MIRAVALLE,20210326,20210428,20210504,20210504,7.38925E+16,AEREADORES DE PISCINA PARA TILAPIA,AERATOR,SIN MARCA,2021,SIN MODELO,185,20210504,20210506,CFR,ECU - WORLDWIDE - (ECUADOR) S.A.,-,0,CEC2021PCIU000510370004,20210508
20-10-2021,IMPORTACION A CONSUMO,028-2021-10-00918575,00001254,10,0993069337001,TECNIFICACIONES ACUICOLAS PROQUALIA S A,CHINA,CHINA,SHANGHAI,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERATOR 16 PADDLE,SM,NUEVA,4541,45,NUMERO DE UNIDADES,0,32186.25,12703.61,134.67,45024.53,WELDING FOREIGN TRADING CO LTD,GREENANDES ECUADOR S.A.,CHINA,0,01000003-COMEXTGANDO S.A.,WAN HAI 622,CEC2021WHLU5486,RW2108137,05907400-INARPI S.A.,10283.92,AFORO-AFORO AUTOMATICO,VIA PASAJE KM 5 AV 25 DE JUNIO,20210925,20211020,20211020,20211021,SP202108555657,AERATOR 16 PADDLE,AERATOR 16 PADDLE,SM,2021,SIN MODELO,715.25,20211020,20211020,FOB,COMEXTSEAPORT SOCIEDAD ANONIMA,-,0,CEC2021WHLU548640860012,20211022
20-10-2021,IMPORTACION A CONSUMO,028-2021-10-00918575,00001254,11,0993069337001,TECNIFICACIONES ACUICOLAS PROQUALIA S A,CHINA,CHINA,SHANGHAI,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERATOR 16 PADDLE,SM,NUEVA,4541,45,NUMERO DE UNIDADES,0,32186.25,12703.61,134.67,45024.53,WELDING FOREIGN TRADING CO LTD,GREENANDES ECUADOR S.A.,CHINA,0,01000003-COMEXTGANDO S.A.,WAN HAI 622,CEC2021WHLU5486,RW2108137,05907400-INARPI S.A.,10283.92,AFORO-AFORO AUTOMATICO,VIA PASAJE KM 5 AV 25 DE JUNIO,20210925,20211020,20211020,20211021,SP202108555657,AERATOR 16 PADDLE,AERATOR 16 PADDLE,SM,2021,SIN MODELO,715.25,20211020,20211020,FOB,COMEXTSEAPORT SOCIEDAD ANONIMA,-,0,CEC2021WHLU548640860012,20211022
20-10-2021,IMPORTACION A CONSUMO,028-2021-10-00918575,00001254,1,0993069337001,TECNIFICACIONES ACUICOLAS PROQUALIA S A,CHINA,CHINA,SHANGHAI,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERATOR 4 PADDLE,SM,NUEVA,4541,124,NUMERO DE UNIDADES,0,39990,15783.68,167.33,55941.01,WELDING FOREIGN TRADING CO LTD,GREENANDES ECUADOR S.A.,CHINA,0,01000003-COMEXTGANDO S.A.,WAN HAI 622,CEC2021WHLU5486,RW2108137,05907400-INARPI S.A.,12777.31,AFORO-AFORO AUTOMATICO,VIA PASAJE KM 5 AV 25 DE JUNIO,20210925,20211020,20211020,20211021,SP202108555657,AERATOR 4 PADDLE,AERATOR 4 PADDLE,SM,2021,SIN MODELO,322.5,20211020,20211020,FOB,COMEXTSEAPORT SOCIEDAD ANONIMA,-,0,CEC2021WHLU548640860012,20211022
20-10-2021,IMPORTACION A CONSUMO,028-2021-10-00918575,00001254,7,0993069337001,TECNIFICACIONES ACUICOLAS PROQUALIA S A,CHINA,CHINA,SHANGHAI,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERATOR 4 PADDLE SINGLE PHASE,SM,NUEVA,4541,6,NUMERO DE UNIDADES,0,1935,763.73,8.1,2706.83,WELDING FOREIGN TRADING CO LTD,GREENANDES ECUADOR S.A.,CHINA,0,01000003-COMEXTGANDO S.A.,WAN HAI 622,CEC2021WHLU5486,RW2108137,05907400-INARPI S.A.,618.26,AFORO-AFORO AUTOMATICO,VIA PASAJE KM 5 AV 25 DE JUNIO,20210925,20211020,20211020,20211021,SP202108555657,AERATOR 4 PADDLE SINGLE PHASE,AERATOR 4 PADDLE SINGLE PHASE,SM,2021,SIN MODELO,322.5,20211020,20211020,FOB,COMEXTSEAPORT SOCIEDAD ANONIMA,-,0,CEC2021WHLU548640860012,20211022
26-01-2021,IMPORTACION A CONSUMO,028-2021-10-00065351,00000144,1,0911990703001,MACIAS PIZA MARIO CESAR,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADOR,QUINGDAO,NUEVA,1417,109,NUMERO DE UNIDADES,0,38804,3200,420.04,42424.04,QINGDAO WRANGLER MACHINERY COLTD,AGENCIA NAVIERA EXPRESS NETWORK OFFICE EXNETSA S.A.,CHINA,1,BRANDO ALVARADO GUSTAVO ELOY,CZECH,CEC2021ONEU0090,ONEYNB0BES475600,05907400-INARPI S.A.,8220,AFORO-AFORO AUTOMATICO,GUAYAS  GUAYAQUIL  TARQUI  VIA A DAULE SN Y SN,20201201,20210125,20210126,20210127,EVA20201110,PARA PISCINA DE CAMARON,AEREADOR,QUINGDAO,0,PARA PISCINA DE CAMARON,356,20210126,20210126,CFR,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2021ONEU00901058,20210201
14-05-2021,IMPORTACION A CONSUMO,028-2021-10-00388068,00000600,1,0911990703001,MACIAS PIZA MARIO CESAR,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADOR,QUINGDAO,NUEVA,1468,44,NUMERO DE UNIDADES,0,37400,7300,447,45147,"QINGDAO WRANGLER MACHINERY CO.,LTD",MAERSK DEL ECUADOR C.A.,CHINA,1,01900785-BRANDO ALVARADO GUSTAVO ELOY,SOVEREIGN MAERSK,CEC2021MAEU0232,1KT095737,05909025-CONTECON GUAYAQUIL S.A.,17450,AFORO-AFORO FISICO INTRUSIVO,"RUC 0911990703001 PHONE: 0999425683 ADDRESS: ISLA MOCOLI: PUERTO MOCOLI, VISTA LAGO CONDOMINIO GARDA 3B GUAYAQUIL-ECUADOR",20210412,20210513,20210514,20210514,EVA20210409,PARA PISCINA DE CAMARON,AEREADOR,QUINGDAO,0,PARA PISCINA DE CAMARON,850,20210514,20210518,CFR,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2021MAEU02320036,20210519
20-07-2021,IMPORTACION A CONSUMO,028-2021-10-00601110,00007195,1,0993234044001,CAMARONERA AQUACAMARON CAMAQUA S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADOR,SIN MARCA,NUEVA,1394,170,NUMERO DE UNIDADES,0,66351,18790,350,85491,ZHEJIANG FORDY IMP EXP CO,HAPAG-LLOYD ECUADOR S.A.,CHINA,0,01901316-ORGANIZACION COMERCIAL Y ADUANERA MARIO COKA B. MACOBSA S.A.,VALOR,CEC2021HLCU0308,BC21051191,05907400-INARPI S.A.,16643,AFORO-AFORO FISICO INTRUSIVO,AV SAMBORONDON KM 5.5 GUAYAQUIL,20210608,20210718,20210720,20210720,ZJFD210310,PADDLEWHEEL AERATOR SC-2.2,AEREADOR,SIN MARCA,2021,SIN MODELO,390.3,20210720,20210722,FOB,H.A. CARGO S.A.,-,0,CEC2021HLCU030890071191,20210724
02-09-2021,IMPORTACION A CONSUMO,028-2021-10-00758724,01002948,1,0993069337001,TECNIFICACIONES ACUICOLAS PROQUALIA S A,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADOR 4 PADDLE,SN,NUEVA,4997,10,NUMERO DE UNIDADES,0,3366,799.46,16.78,4182.24,WENLING FOREIGN TRADING CO LTD,BROOM-ECUADOR S.A.,CHINA,0,01900009-CORNEJO & IGLESIAS ASOCIADOS S.A.,KOTA GAYA,CEC2021PCIU0011,KDMJ21070194,05907400-INARPI S.A.,456.09,AFORO-AFORO AUTOMATICO,EL ORO MACHALA LA PROVIDENCIA AV 25 DE JUNIO SN,20210805,20210901,20210902,20210902,SP202106505152,AERATOR 4 PADDLE,AIREADOR Y SUS PARTES,SN,2021,SN,336.6,20210902,20210902,FOB,FARLETZA S.A.,,0,CEC2021PCIU001100660004,20210908
02-09-2021,IMPORTACION A CONSUMO,028-2021-10-00758724,01002948,22,0993069337001,TECNIFICACIONES ACUICOLAS PROQUALIA S A,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADOR 4 PADDLE,SN,NUEVA,4997,138,NUMERO DE UNIDADES,0,46602.6,11068.59,232.36,57903.55,WENLING FOREIGN TRADING CO LTD,BROOM-ECUADOR S.A.,CHINA,0,01900009-CORNEJO & IGLESIAS ASOCIADOS S.A.,KOTA GAYA,CEC2021PCIU0011,KDMJ21070194,05907400-INARPI S.A.,6294.09,AFORO-AFORO AUTOMATICO,EL ORO MACHALA LA PROVIDENCIA AV 25 DE JUNIO SN,20210805,20210901,20210902,20210902,SP202106505152,AERATOR 4 PADDLE IP 55,AIREADOR Y SUS PARTES,SN,2021,SN,337.7,20210902,20210902,FOB,FARLETZA S.A.,,0,CEC2021PCIU001100660004,20210908
02-09-2021,IMPORTACION A CONSUMO,028-2021-10-00758724,01002948,23,0993069337001,TECNIFICACIONES ACUICOLAS PROQUALIA S A,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADOR 4 PADDLE,SN,NUEVA,4997,138,NUMERO DE UNIDADES,0,46602.6,11068.59,232.36,57903.55,WENLING FOREIGN TRADING CO LTD,BROOM-ECUADOR S.A.,CHINA,0,01900009-CORNEJO & IGLESIAS ASOCIADOS S.A.,KOTA GAYA,CEC2021PCIU0011,KDMJ21070194,05907400-INARPI S.A.,6294.1,AFORO-AFORO AUTOMATICO,EL ORO MACHALA LA PROVIDENCIA AV 25 DE JUNIO SN,20210805,20210901,20210902,20210902,SP202106505152,AERATOR 4 PADDLE IP 55,AIREADOR Y SUS PARTES,SN,2021,SN,337.7,20210902,20210902,FOB,FARLETZA S.A.,,0,CEC2021PCIU001100660004,20210908
02-09-2021,IMPORTACION A CONSUMO,028-2021-10-00758724,01002948,20,0993069337001,TECNIFICACIONES ACUICOLAS PROQUALIA S A,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADOR 8 PADDLE,SN,NUEVA,4997,62,NUMERO DE UNIDADES,0,29450,6994.67,146.84,36591.51,WENLING FOREIGN TRADING CO LTD,BROOM-ECUADOR S.A.,CHINA,0,01900009-CORNEJO & IGLESIAS ASOCIADOS S.A.,KOTA GAYA,CEC2021PCIU0011,KDMJ21070194,05907400-INARPI S.A.,2827.78,AFORO-AFORO AUTOMATICO,EL ORO MACHALA LA PROVIDENCIA AV 25 DE JUNIO SN,20210805,20210901,20210902,20210902,SP202106505152,AERATOR 8 PADDLE,AIREADOR Y SUS PARTES,SN,2021,SN,475,20210902,20210902,FOB,FARLETZA S.A.,,0,CEC2021PCIU001100660004,20210908
17-06-2021,IMPORTACION A CONSUMO,028-2021-10-00488583,00001853,23,0992758791001,KARASTE S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADOR ELECTRICO COMPLETO,DIVA,NUEVA,1142,20,NUMERO DE UNIDADES,0,8180,886.79,0,9066.79,CHA TAIZHOU JINHU MECHANICAL & ELECTRICAL CO LTD,AGENCIA MARITIMA GLOBAL MARGLOBAL SA,CHINA,1,01777779-JIMENEZ QUIROZ BORIS LENIN,RDO CONCORD,CEC2021WHLU5468,031B529895,05907400-INARPI S.A.,233.62,AFORO-AFORO AUTOMATICO,"RUC 0992758791001 AVENIDA LAS MONJAS 302 Y CALLE TERCERA, URDESA GUAYAQUIL - ECUADOR",20210517,20210615,20210617,20210617,JH210331SA57-GB,"PARA LA INDUSTRIA CAMARONERA (4 PALETAS CON 3 FLOTADORES, EJES, BASE DE EJE, MOTOR ELECTRICO 2HP, REDUCTOR Y SUS PIEZAS ESENCIALES",PRODUCTO,DIVA,2021,YC-1.5,409,20210617,20210617,CIF,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2021WHLU54680040,20210621
17-06-2021,IMPORTACION A CONSUMO,028-2021-10-00488583,00001853,27,0992758791001,KARASTE S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADOR ELECTRICO COMPLETO,DIVA,NUEVA,1142,47,NUMERO DE UNIDADES,0,29798,3230.4,0,33028.4,CHA TAIZHOU JINHU MECHANICAL & ELECTRICAL CO LTD,AGENCIA MARITIMA GLOBAL MARGLOBAL SA,CHINA,1,01777779-JIMENEZ QUIROZ BORIS LENIN,RDO CONCORD,CEC2021WHLU5468,031B529895,05907400-INARPI S.A.,549.01,AFORO-AFORO AUTOMATICO,"RUC 0992758791001 AVENIDA LAS MONJAS 302 Y CALLE TERCERA, URDESA GUAYAQUIL - ECUADOR",20210517,20210615,20210617,20210617,JH210331SA57-GB,"PARA LA INDUSTRIA CAMARONERA (8 PALETAS CON 4 FLOTADORES, EJES, BASE DE EJE, MOTOR ELECTRICO 3HP, REDUCTOR Y SUS PIEZAS ESENCIALES",PRODUCTO,DIVA,2021,YC-8P,634,20210617,20210617,CIF,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2021WHLU54680040,20210621
21-07-2021,IMPORTACION A CONSUMO,028-2021-10-00603818,03002330,3,0992758791001,KARASTE S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADOR ELECTRICO COMPLETO,DIVA,NUEVA,2350,2,NUMERO DE UNIDADES,0,1257.74,227.79,0,1485.53,CHA TAIZHOU JINHU MECHANICAL & ELECTRICAL CO LTD,BROOM-ECUADOR S.A.,CHINA,2,01777779-JIMENEZ QUIROZ BORIS LENIN,XIN FU ZHOU,CEC2021CBHU0409,NGJH10590000,05907400-INARPI S.A.,196.83,AFORO-AFORO AUTOMATICO,AVENIDA LAS MONJAS 302 Y CALLE TERCERA,20210617,20210720,20210721,20210722,JH210507SA61-GB,AEREADORES (INDUSTRIA CAMARONERA),PRODUCTO,DIVA,2021,DIVAECO,628.87,20210721,20210721,CIF,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2021CBHU04092039,20210727
21-07-2021,IMPORTACION A CONSUMO,028-2021-10-00603818,03002330,1,0992758791001,KARASTE S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADOR ELECTRICO COMPLETO,DIVA,NUEVA,2350,79,NUMERO DE UNIDADES,0,111364.67,20169.42,0,131534.09,CHA TAIZHOU JINHU MECHANICAL & ELECTRICAL CO LTD,BROOM-ECUADOR S.A.,CHINA,2,01777779-JIMENEZ QUIROZ BORIS LENIN,XIN FU ZHOU,CEC2021CBHU0409,NGJH10590000,05907400-INARPI S.A.,7774.88,AFORO-AFORO AUTOMATICO,AVENIDA LAS MONJAS 302 Y CALLE TERCERA,20210617,20210720,20210721,20210722,JH210507SA61-GB,AEREADORES (INDUSTRIA CAMARONERA),PRODUCTO,DIVA,2021,DIVA-JDLN16,1409.68,20210721,20210721,CIF,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2021CBHU04092039,20210727
30-08-2021,IMPORTACION A CONSUMO,028-2021-10-00745746,03002827,1,0992758791001,KARASTE S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADOR ELECTRICO COMPLETO,DIVA,NUEVA,2515,79,NUMERO DE UNIDADES,0,101429.68,19947.7,0,121377.38,CHA TAIZHOU JINHU MECHANICAL & ELECTRICAL CO LTD,AGENCIA MARITIMA GLOBAL MARGLOBAL SA,CHINA,2,01777779-JIMENEZ QUIROZ BORIS LENIN,RDO CONCORD,CEC2021WHLU5478,031B552907,05907400-INARPI S.A.,4762.15,AFORO-AFORO AUTOMATICO,"RUC 0992758791001 AVENIDA LAS MONJAS 302 Y CALLE TERCERA, URDESA GUAYAQUIL - ECUADOR",20210729,20210828,20210830,20210831,JH210510SA62-GB,AEREADORES (INDUSTRIA CAMARONERA),PRODUCTO,DIVA,2021,DIVA ECO-D15,1283.92,20210830,20210830,CIF,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2021WHLU54780086,20210901
15-09-2021,IMPORTACION A CONSUMO,028-2021-10-00800953,02003014,1,0992758791001,KARASTE S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADOR ELECTRICO COMPLETO,DIVA,NUEVA,2533,87,NUMERO DE UNIDADES,0,113100,21720.7,0,134820.7,CHA TAIZHOU JINHU MECHANICAL & ELECTRICAL CO LTD,BROOM-ECUADOR S.A.,CHINA,2,01777779-JIMENEZ QUIROZ BORIS LENIN,EVER ELITE,CEC2021EISU0004,NGNB10179100,05907400-INARPI S.A.,8079.04,AFORO-AFORO AUTOMATICO,AVENIDA LAS MONJAS 302 Y CALLE TERCERA,20210809,20210913,20210915,20210916,JH210615SA63-GB,AEREADORES (INDUSTRIA CAMARONERA),PRODUCTO,DIVA,2021,DIVA ECO-D15,1300,20210915,20210915,CIF,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2021EISU00042025,20210920
15-10-2021,IMPORTACION A CONSUMO,028-2021-10-00903911,00003404,1,0992758791001,KARASTE S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADOR ELECTRICO COMPLETO,DIVA,NUEVA,2340,78,NUMERO DE UNIDADES,0,105526.44,22176.8,1054.1,128757.34,CHA TAIZHOU JINHU MECHANICAL & ELECTRICAL CO LTD,GREENANDES ECUADOR S.A.,CHINA,2,01777779-JIMENEZ QUIROZ BORIS LENIN,WAN HAI 722,CEC2021WHLU5484,EGLV143162168969,05907400-INARPI S.A.,32364.22,AFORO-AFORO AUTOMATICO,"RUC0992758791001AVENIDA LAS MONJAS 302 Y CALLETERCERA, URDESAGUAYAQUIL - ECUADOR**",20210912,20211023,20211015,20211018,JH210707CA02-GB,AEREADORES (INDUSTRIA CAMARONERA),PRODUCTO,DIVA,2021,DIVA-JDLN16,1352.9,20211015,20211015,FOB,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2021WHLU54844052,20211026
15-10-2021,IMPORTACION A CONSUMO,028-2021-10-00903911,00003404,2,0992758791001,KARASTE S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADOR ELECTRICO COMPLETO,DIVA,NUEVA,2340,2,NUMERO DE UNIDADES,0,1850.05,388.8,18.48,2257.33,CHA TAIZHOU JINHU MECHANICAL & ELECTRICAL CO LTD,GREENANDES ECUADOR S.A.,CHINA,2,01777779-JIMENEZ QUIROZ BORIS LENIN,WAN HAI 722,CEC2021WHLU5484,EGLV143162168969,05907400-INARPI S.A.,829.85,AFORO-AFORO AUTOMATICO,"RUC0992758791001AVENIDA LAS MONJAS 302 Y CALLETERCERA, URDESAGUAYAQUIL - ECUADOR**",20210912,20211023,20211015,20211018,JH210707CA02-GB,AEREADORES (INDUSTRIA CAMARONERA),PRODUCTO,DIVA,2021,YC-16P,925.02,20211015,20211015,FOB,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2021WHLU54844052,20211026
15-10-2021,IMPORTACION A CONSUMO,028-2021-10-00903911,00003404,3,0992758791001,KARASTE S.A.,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADOR ELECTRICO COMPLETO,DIVA,NUEVA,2340,1,NUMERO DE UNIDADES,0,925.03,194.39,9.24,1128.66,CHA TAIZHOU JINHU MECHANICAL & ELECTRICAL CO LTD,GREENANDES ECUADOR S.A.,CHINA,2,01777779-JIMENEZ QUIROZ BORIS LENIN,WAN HAI 722,CEC2021WHLU5484,EGLV143162168969,05907400-INARPI S.A.,414.93,AFORO-AFORO AUTOMATICO,"RUC0992758791001AVENIDA LAS MONJAS 302 Y CALLETERCERA, URDESAGUAYAQUIL - ECUADOR**",20210912,20211023,20211015,20211018,JH210707CA02-GB,AEREADORES (INDUSTRIA CAMARONERA),PRODUCTO,DIVA,2021,YC-16P,925.03,20211015,20211015,FOB,ZZ OTROS LIBERADORES DIRECTOS,-,0,CEC2021WHLU54844052,20211026
