fecha,REGIMEN ADUANERO,REFRENDO,DAU,ITEM,RUC IMPORTADOR,IMPORTADOR,PAIS DE ORIGEN,PAIS DE PROCEDENCIA,CIUDAD EMBARQUE,VIA DE TRANSPORTE,ADUANA,PARTIDA ARANCELARIA,DESCRIPCION ARANCELARIA,DESCRIPCION PRODUCTO COMERCIAL,MARCA,ESTADO DE MERCANCIA,BULTOS,CANTIDAD,UNIDAD DE MEDIDA,ADVALOREM,US$ FOB,US$ FLETE,US$ SEGURO,US$ CIF,EMBARCADOR,EMPRESA DE TRANSPORTE,PAIS DE EMBARQUE,CONTENEDOR,AGENTE DE ADUANA,NAVE,NUMERO DE MANIFIESTO,CONOCIMIENTO EMBARQUE,DEPOSITO COMERCIAL,PESO NETO KG,TIPO AFORO,DIRECCIÓN CONSIGNATARIO,FECHA DE EMBARQUE,FECHA DE LLEGADA,FECHA INGRESO SISTEMA,FECHA PAGO,FACTURA,CARACTERISTICAS,PRODUCTO,MARCA COMERCIAL,AÑO FABRICACIÓN,MODELO MERCADERIA,US$ FOB UNIT,FECHA DE LIQUIDACIÓN,FECHA AFORO,INCOTERM,AGENCIA DE CARGA,CODIGO DE LIBERACION,CÓDIGO TNAN,NUMERO DE CARGA FINAL,FECHA DE SALIDA DE ALMACEN,PAÍS DE ORIGEN,DESCRIPCIÓN ARANCELARIA,PAÍS DE EMBARQUE,FECHA SALIDA,TOTAL AJUSTES,TOTAL OTROS AJUSTES
2021-01-29,IMPORTACION A CONSUMO,055-2021-10-00079321,124.0,2.0,1716310000000.0,FONSECA FERNANDEZ VIVIANA ELIZABETH,GERMANY,GERMANY,DÜSSELDORF AIRPORT,AEREA,QUITO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",SIEVE SHAKER AS 200 CONTROL,RETSCH,NUEVA,7.0,1.0,NUMERO DE UNIDADES,0.0,3709.64,311.62,40.21,4061.47,RETSCH GMBH (DUS),KLM CIA REAL HOLANDESA DE AVIACION SA,GERMANY,0.0,ANTONIO SALGUERO O & EDUARDO SALGUERO O SERVICIOS ADUANEROS CIA. LTDA,PHBQD,CEC2021KL210834,07440997106,-,26.87,AFORO-AFORO AUTOMATICO,AV. MORAN VALVERDE S/N Y AV. MALDONADO,20210127.0,20210127.0,20210129.0,20210129.0,AR21R00634,EQUIPOS DE LABORATORIO,SIEVE SHAKER AS 200,RETSCH,2021.0,100-240V 50/60/ HZ,3709.64,20210129.0,20210129.0,CPT,ZZ OTROS LIBERADORES DIRECTOS,,0.0,CEC2021KL2108340012,20210201.0,,,,,,
2021-01-29,IMPORTACION A CONSUMO,055-2021-10-00079321,124.0,1.0,1716310000000.0,FONSECA FERNANDEZ VIVIANA ELIZABETH,GERMANY,GERMANY,DÜSSELDORF AIRPORT,AEREA,QUITO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",SIEVE SHAKER AS 200 CONTROL,RETSCH,NUEVA,7.0,1.0,NUMERO DE UNIDADES,0.0,4877.5,409.73,52.87,5340.1,RETSCH GMBH (DUS),KLM CIA REAL HOLANDESA DE AVIACION SA,GERMANY,0.0,ANTONIO SALGUERO O & EDUARDO SALGUERO O SERVICIOS ADUANEROS CIA. LTDA,PHBQD,CEC2021KL210834,07440997106,-,33.5,AFORO-AFORO AUTOMATICO,AV. MORAN VALVERDE S/N Y AV. MALDONADO,20210127.0,20210127.0,20210129.0,20210129.0,AR21R00634,EQUIPOS DE LABORATORIO,SIEVE SHAKER AS 200,RETSCH,2021.0,100-240V 50/60HZ,4877.5,20210129.0,20210129.0,CPT,ZZ OTROS LIBERADORES DIRECTOS,,0.0,CEC2021KL2108340012,20210201.0,,,,,,
2021-01-14,IMPORTACION A CONSUMO,055-2021-10-00033251,14.0,4.0,601287006001.0,LEORO MONROY GALO ALBERTO,CHINA,HONG KONG,HONG KONG INTERNATIONAL AIRPORT,AEREA,QUITO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AGITADOR DE PLACA CALIENTE,SIN MARCA,NUEVA,13.0,3.0,NUMERO DE UNIDADES,0.0,751.43,197.77,5.8,955.0,BIOBASE KINGS CO LTD,EMIRATES,HONG KONG,0.0,BEDOYA MOGOLLON CRISTIAN MAURICIO,A6 EFS,CEC2021EK021249,17627450835,-,7.67,AFORO-AFORO AUTOMATICO,AVE COLOMBIA Y JULIO CASTRO,20210110.0,20210111.0,20210114.0,20210115.0,BKEL200919ED-3177,HOTPLATE STIRRER,MATERIAL DE LABORATORIO,SIN MARCA,2020.0,MS7-H550-S,250.48,20210114.0,20210114.0,CPT,ZZ OTROS LIBERADORES DIRECTOS,,0.0,CEC2021EK0212490006,20210115.0,,,,,,
2021-01-13,IMPORTACION A CONSUMO,028-2021-10-00030329,19.0,27.0,992812508001.0,LIPIMEDICAL S.A.,CHINA,CHINA,QINGDAO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",PLATO CALENTADOR-AGITADOR,SIN MARCA,NUEVA,52.0,1.0,NUMERO DE UNIDADES,0.0,279.0,3.48,2.82,285.3,"BIOBASE MEIHUA TRADING CO.,LTD.",AGENCIA NAVIERA EXPRESS NETWORK OFFICE EXNETSA S.A.,CHINA,1.0,LUQUE VELEZ GLADYS ISABEL,VALIANT,CEC2021HLCU0196,CTLQD20117645,05907400-INARPI S.A.,10.12,AFORO-AFORO AUTOMATICO,GUAYAS / GUAYAQUIL / SOLAR 13,20201204.0,20210111.0,20210113.0,20210113.0,BK20200924EC-211,PARA USO DE LABORATORIO,PLATO CALENTADOR-AGITADOR,SIN MARCA,0.0,MS7-H550-S 110V 60HZ,279.0,20210113.0,20210113.0,FOB,TRANSOCEAN LOGISTICS CORPORATION S.A.,,0.0,CEC2021HLCU019610640004,20210114.0,,,,,,
2021-01-14,IMPORTACION A CONSUMO,055-2021-10-00033251,14.0,7.0,601287006001.0,LEORO MONROY GALO ALBERTO,CHINA,HONG KONG,HONG KONG INTERNATIONAL AIRPORT,AEREA,QUITO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",SOPORTE PARA AGITADOR DE PLACA,SIN MARCA,NUEVA,13.0,2.0,NUMERO DE UNIDADES,0.0,42.95,131.85,3.87,178.67,BIOBASE KINGS CO LTD,EMIRATES,HONG KONG,0.0,BEDOYA MOGOLLON CRISTIAN MAURICIO,A6 EFS,CEC2021EK021249,17627450835,-,5.11,AFORO-AFORO AUTOMATICO,AVE COLOMBIA Y JULIO CASTRO,20210110.0,20210111.0,20210114.0,20210115.0,BKEL200919ED-3177,SUPPORT,MATERIAL DE LABORATORIO,SIN MARCA,2020.0,1890017,21.48,20210114.0,20210114.0,CPT,ZZ OTROS LIBERADORES DIRECTOS,,0.0,CEC2021EK0212490006,20210115.0,,,,,,
2021-01-05,IMPORTACION A CONSUMO,028-2021-10-00007032,3.0,3.0,1792130000000.0,HUGO RUEDA REPRESENTACIONES CIA.LTDA.,LATVIA,GERMANY,HAMBURG,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",BOECO SUNFLOWER,BOECKEL,NUEVA,17.0,2.0,NUMERO DE UNIDADES,0.0,498.44,7.84,2.08,508.36,BOECKEL,CMA-CGM ECUADOR S.A.,GERMANY,0.0,MATUTE SILVIA GUILLERMINA,LIMARI,CEC2020HLCU0191,DE7HAM000051567,05907400-INARPI S.A.,17.32,AFORO-AFORO AUTOMATICO,ISLA GENOVESA N41-30 E ISLA FLOREANA,20201206.0,20210101.0,20210105.0,20210105.0,5732,BOECO SUNFLOWER,BOECO SUNFLOWER,BOECKEL,2020.0,,249.22,20210105.0,20210105.0,CFR,SAMISA SERVICIOS AEREOS Y MARITIMOS INTERNACIONALES S.A.,,0.0,CEC2020HLCU019140420007,20210106.0,,,,,,
2021-01-05,IMPORTACION A CONSUMO,028-2021-10-00007032,3.0,2.0,1792130000000.0,HUGO RUEDA REPRESENTACIONES CIA.LTDA.,INDIA,GERMANY,HAMBURG,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",BOECO VORTEX,BOECKEL,NUEVA,17.0,2.0,NUMERO DE UNIDADES,0.0,295.55,4.66,1.23,301.44,BOECKEL,CMA-CGM ECUADOR S.A.,GERMANY,0.0,MATUTE SILVIA GUILLERMINA,LIMARI,CEC2020HLCU0191,DE7HAM000051567,05907400-INARPI S.A.,10.27,AFORO-AFORO AUTOMATICO,ISLA GENOVESA N41-30 E ISLA FLOREANA,20201206.0,20210101.0,20210105.0,20210105.0,5732,BOECO VORTEX,BOECO VORTEX,BOECKEL,2020.0,,147.78,20210105.0,20210105.0,CFR,SAMISA SERVICIOS AEREOS Y MARITIMOS INTERNACIONALES S.A.,,0.0,CEC2020HLCU019140420007,20210106.0,,,,,,
2021-01-30,IMPORTACION A CONSUMO,028-2021-10-00083925,383.0,1.0,1792200000000.0,CONSULTORA VERTMONDE CIA. LTDA.,ITALY,ITALY,LIVORNO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",PLANTA DE TRATAMIENTO RAEE DE OCASION,FOR REC S.R.L.,NUEVA,7.0,1.0,NUMERO DE UNIDADES,0.0,144642.97,6505.47,1511.48,152659.92,FOR REC SRL,CMA-CGM ECUADOR S.A.,ITALY,2.0,LOGISTICA INTEGRAL DE COMERCIO EXTERIOR LIDESER CIA. LTDA.,LIMARI,CEC2021HLCU0206,GEN1203689,05907400-INARPI S.A.,26120.0,AFORO-AFORO DOCUMENTAL,JUAN BARREZUETE N70 146 Y FRANCISCO GARCIA,20201230.0,20210129.0,20210130.0,20210202.0,819,MAQUINARIA,PLANTA DE TRATAMIENTO RAEE DE OCASION,FOR REC S.R.L.,2020.0,NTM1000 - LC1300/45 - HRP1200,144642.97,20210130.0,20210202.0,FCA,ZZ OTROS LIBERADORES DIRECTOS,,0.0,CEC2021HLCU02064027,18991230.0,,,,,,
2021-01-15,IMPORTACION A CONSUMO,055-2021-10-00036253,40.0,1.0,1709120000000.0,VENEGAS OLMEDO GUSTAVO ABDON,UNITED STATES,UNITED STATES,MIAMI INTERNATIONAL AIRPORT,AEREA,QUITO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",HOMOGENIZADOR PARA LABORATORIO,OMNI INTERNATIONAL,NUEVA,1.0,2.0,NUMERO DE UNIDADES,0.0,2828.0,428.0,32.56,3288.56,OMNI INTERNATIONAL,"UNITED PARCEL SERVICE, CO.",UNITED STATES,0.0,CORDOVA MOYA HERMEL ESTUARDO,N320UP,CEC20215X550637,000002635851,-,19.0,AFORO-AFORO AUTOMATICO,RIOBAMBA N56-135 Y ALFONSO MORA,20210114.0,20210114.0,20210115.0,20210115.0,118475,USO LABORATORIO DE INVESTIGACION,EQUIPO,OMNI INTERNATIONAL,0.0,25-010,1414.0,20210115.0,20210115.0,CPT,INTERNATIONAL SWIFT CARGO CIA. LTDA.,,0.0,CEC20215X55063700080001,20210115.0,,,,,,
2021-01-05,IMPORTACION A CONSUMO,028-2021-10-00009368,1000061.0,5.0,1791860000000.0,GLOBAL GRAPHIC CIA. LTDA.,BRAZIL,BRAZIL,PARANAGUA,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MEZCLADOR GIROSCPICO,Tintomatic,USADA,102.0,1.0,NUMERO DE UNIDADES,0.0,500.0,16.93,2.63,519.56,FLINT CPS TINTAS BRASIL LTDA,HAPAG-LLOYD ECUADOR S.A.,BRAZIL,0.0,LOPEZ MENA SERVICIOS ADUANEROS INTEGRALES CIA. LTDA,LIMARI,CEC2020HLCU0191,BRSAO0000006896,05907400-INARPI S.A.,5.88,AFORO-AFORO DOCUMENTAL,ISLA SAN CRISTOBAL 41-57,20201121.0,20210101.0,20210105.0,20210106.0,CPS-LA-BR-000091/2020,MEZCLADOR GIROSCOPICO,MEZCLADOR GIROSCÓPICO,Tintomatic,2018.0,G-AT.MAQ5,500.0,20210105.0,20210106.0,CFR,SAMISA SERVICIOS AEREOS Y MARITIMOS INTERNACIONALES S.A.,,0.0,CEC2020HLCU019191550001,20210107.0,,,,,,
2021-01-05,IMPORTACION A CONSUMO,028-2021-10-00009368,1000061.0,6.0,1791860000000.0,GLOBAL GRAPHIC CIA. LTDA.,GERMANY,BRAZIL,PARANAGUA,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MEZCLADOR GIROSCPICO,Collomix,USADA,102.0,1.0,NUMERO DE UNIDADES,0.0,4000.0,135.41,21.05,4156.46,FLINT CPS TINTAS BRASIL LTDA,HAPAG-LLOYD ECUADOR S.A.,BRAZIL,0.0,LOPEZ MENA SERVICIOS ADUANEROS INTEGRALES CIA. LTDA,LIMARI,CEC2020HLCU0191,BRSAO0000006896,05907400-INARPI S.A.,5.88,AFORO-AFORO DOCUMENTAL,ISLA SAN CRISTOBAL 41-57,20201121.0,20210101.0,20210105.0,20210106.0,CPS-LA-BR-000091/2020,MEZCLADOR GIROSCOPICO,MEZCLADOR GIROSCÓPICO,Collomix,2019.0,G-AT.MAQ6,4000.0,20210105.0,20210106.0,CFR,SAMISA SERVICIOS AEREOS Y MARITIMOS INTERNACIONALES S.A.,,0.0,CEC2020HLCU019191550001,20210107.0,,,,,,
2021-01-05,IMPORTACION A CONSUMO,028-2021-10-00009368,1000061.0,7.0,1791860000000.0,GLOBAL GRAPHIC CIA. LTDA.,UNITED STATES,BRAZIL,PARANAGUA,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MEZCLADOR GIROSCPICO,FlackTec,USADA,102.0,1.0,NUMERO DE UNIDADES,0.0,4000.0,135.41,21.05,4156.46,FLINT CPS TINTAS BRASIL LTDA,HAPAG-LLOYD ECUADOR S.A.,BRAZIL,0.0,LOPEZ MENA SERVICIOS ADUANEROS INTEGRALES CIA. LTDA,LIMARI,CEC2020HLCU0191,BRSAO0000006896,05907400-INARPI S.A.,5.88,AFORO-AFORO DOCUMENTAL,ISLA SAN CRISTOBAL 41-57,20201121.0,20210101.0,20210105.0,20210106.0,CPS-LA-BR-000091/2020,MEZCLADOR GIROSCOPICO,MEZCLADOR GIROSCÓPICO,FlackTec,2018.0,G-AT.MAQ7,4000.0,20210105.0,20210106.0,CFR,SAMISA SERVICIOS AEREOS Y MARITIMOS INTERNACIONALES S.A.,,0.0,CEC2020HLCU019191550001,20210107.0,,,,,,
2021-01-05,IMPORTACION A CONSUMO,028-2021-10-00009368,1000061.0,8.0,1791860000000.0,GLOBAL GRAPHIC CIA. LTDA.,UNITED STATES,BRAZIL,PARANAGUA,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MEZCLADOR LABORATORIO,FlackTec,USADA,102.0,1.0,NUMERO DE UNIDADES,0.0,2500.0,84.62,13.16,2597.78,FLINT CPS TINTAS BRASIL LTDA,HAPAG-LLOYD ECUADOR S.A.,BRAZIL,0.0,LOPEZ MENA SERVICIOS ADUANEROS INTEGRALES CIA. LTDA,LIMARI,CEC2020HLCU0191,BRSAO0000006896,05907400-INARPI S.A.,5.88,AFORO-AFORO DOCUMENTAL,ISLA SAN CRISTOBAL 41-57,20201121.0,20210101.0,20210105.0,20210106.0,CPS-LA-BR-000091/2020,MEZCLADOR LABORATORIO,MEZCLADOR LABORATORIO,FlackTec,2018.0,G-AT.MAQ8,2500.0,20210105.0,20210106.0,CFR,SAMISA SERVICIOS AEREOS Y MARITIMOS INTERNACIONALES S.A.,,0.0,CEC2020HLCU019191550001,20210107.0,,,,,,
2021-01-13,IMPORTACION A CONSUMO,055-2021-10-00029353,275.0,9.0,1790030000000.0,ASTAP CIA. LTDA.,UNITED STATES,UNITED STATES,MIAMI INTERNATIONAL AIRPORT,AEREA,QUITO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",Mezclador a inyeccion,USABLUEBOOK,NUEVA,2.0,1.0,NUMERO DE UNIDADES,0.0,153.77,2.69,0.31,156.77,USA BLUE BOOK,TAMPA CARGO S.A.,UNITED STATES,0.0,PACUSTOMS CIA. LTDA.,N336QT,CEC2021QT000013,UP3350-01,-,2.02,AFORO-AFORO AUTOMATICO,PICHINCHA / QUITO / INAQUITO / AV. NACIONES UNIDAS 1084 Y AV. AMAZONAS,20210112.0,20210112.0,20210113.0,20210113.0,636720,Mezclador a inyeccion,Mezclador a inyeccion,USABLUEBOOK,2020.0,,153.77,20210113.0,20210113.0,FCA,STARCARGO CIA. LTDA,,0.0,CEC2021QT00001300030001,20210114.0,,,,,,
2021-01-13,IMPORTACION A CONSUMO,055-2021-10-00029353,275.0,30.0,1790030000000.0,ASTAP CIA. LTDA.,UNITED STATES,UNITED STATES,MIAMI INTERNATIONAL AIRPORT,AEREA,QUITO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",Mezclador a inyeccion,USABLUEBOOK,NUEVA,2.0,2.0,NUMERO DE UNIDADES,0.0,7999.7,140.13,16.12,8155.95,USA BLUE BOOK,TAMPA CARGO S.A.,UNITED STATES,0.0,PACUSTOMS CIA. LTDA.,N336QT,CEC2021QT000013,UP3350-01,-,105.07,AFORO-AFORO AUTOMATICO,PICHINCHA / QUITO / INAQUITO / AV. NACIONES UNIDAS 1084 Y AV. AMAZONAS,20210112.0,20210112.0,20210113.0,20210113.0,636720,Mezclador a inyeccion,Mezclador a inyeccion,USABLUEBOOK,2020.0,,3999.85,20210113.0,20210113.0,FCA,STARCARGO CIA. LTDA,,0.0,CEC2021QT00001300030001,20210114.0,,,,,,
2021-01-26,IMPORTACION A CONSUMO,028-2021-10-00065351,144.0,1.0,911990703001.0,MACIAS PIZA MARIO CESAR,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADOR,QUINGDAO,NUEVA,1417.0,109.0,NUMERO DE UNIDADES,0.0,38804.0,3200.0,420.04,42424.04,QINGDAO WRANGLER MACHINERY COLTD,AGENCIA NAVIERA EXPRESS NETWORK OFFICE EXNETSA S.A.,CHINA,1.0,BRANDO ALVARADO GUSTAVO ELOY,CZECH,CEC2021ONEU0090,ONEYNB0BES475600,05907400-INARPI S.A.,8220.0,AFORO-AFORO AUTOMATICO,GUAYAS  GUAYAQUIL  TARQUI  VIA A DAULE SN Y SN,20201201.0,20210125.0,20210126.0,20210127.0,EVA20201110,PARA PISCINA DE CAMARON,AEREADOR,QUINGDAO,0.0,PARA PISCINA DE CAMARON,356.0,20210126.0,20210126.0,CFR,ZZ OTROS LIBERADORES DIRECTOS,,0.0,CEC2021ONEU00901058,20210201.0,,,,,,
2021-01-14,IMPORTACION A CONSUMO,055-2021-10-00033680,30.0,3.0,1708320000000.0,MOLINA MOLINA KLEBER RENE,LATVIA,LATVIA,RIGA INTERNATIONAL AIRPORT,AEREA,QUITO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AGITADOR ORBITAL,BIOSAN,NUEVA,14.0,5.0,NUMERO DE UNIDADES,0.0,4543.93,465.39,16.36,5025.68,BIOSAN LTD,BREKMART SERVICIOS CIA. LTDA.,LATVIA,0.0,BENALCAZAR OÑA JOSE MIGUEL,TCLJO,CEC2021TK020012,1036892970,-,12.52,AFORO-AFORO AUTOMATICO,"LUIS MOSQUERA NARVAEZOE4-14 Y RUIZ DE CASTILLA,170521,QUITO, ECUADOR",20210108.0,20210108.0,20210114.0,20210114.0,36862,CABINA DE FLUJO LAMINAR PARA LABORATORIO,AGITADOR ORBITAL,BIOSAN,2020.0,BS 010145 ACJ,908.79,20210114.0,20210114.0,CIP,KUEHNE + NAGEL S.A.,,0.0,CEC2021TK02001200032970,20210115.0,,,,,,
2021-01-05,IMPORTACION A CONSUMO,028-2021-10-00008437,4.0,5.0,991358692001.0,IMPEQUIL CIA.LTDA.,CHINA,CHINA,QINGDAO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CALENTADOR AGITADOR PLATO DE PORCELANA,BIOBASE,NUEVA,17.0,2.0,NUMERO DE UNIDADES,0.0,323.13,19.62,3.42,346.17,BIOBASE MEIHUA TRADING CO .LIMITED,HAMBURG SÜD ECUADOR S.A.,CHINA,1.0,VASCONEZ VASCONEZ BLANCA MARIANA,MAERSK SALALAH,CEC2021MAEU0004,GMQD20126513,05909025-CONTECON GUAYAQUIL S.A.,37.36,AFORO-AFORO AUTOMATICO,GUAYAS / GUAYAQUIL / TARQUI / SOLAR 22,20201204.0,20210105.0,20210105.0,20210107.0,BK20201127EC-211,HOTPLATE MAGNETIC STIRRER,NO PERECIBLE,BIOBASE,2020.0,"BS-4HC, 220V, 60HZ",161.56,20210105.0,20210105.0,CIF,INCA LINES DEL ECUADOR INCALINES S.A.,,0.0,CEC2021MAEU000455430006,20210108.0,,,,,,
2021-01-12,IMPORTACION A CONSUMO,028-2021-10-00028328,47.0,1.0,1390010000000.0,LA FABRIL S.A.,SPAIN,SPAIN,BARCELONA,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AGITADORES,VAK,NUEVA,1.0,4.0,NUMERO DE UNIDADES,0.0,21873.0,115.79,13.85,22002.64,VAKONA GMBH,CMA-CGM ECUADOR S.A.,SPAIN,1.0,GAVIRIA & GAVIRIA AGENTES NACIONALES DE ADUANA S.A.,LIMARI,CEC2020HLCU0183,012020111344,05907400-INARPI S.A.,405.0,AFORO-AFORO AUTOMATICO,MANABI / MONTECRISTI / MONTECRISTI / S/N,20201121.0,20201217.0,20210112.0,18991230.0,F8507,AGITADORES,AGITADORES,VAK,2020.0,H11KW2L124C14EM,5468.25,20210205.0,20210112.0,EXW,SACO SHIPPING S.A.,,0.0,CEC2020HLCU018340720501,20210113.0,,,,,,
2021-01-22,IMPORTACION A CONSUMO,019-2021-10-00055673,3741.0,67.0,992183764001.0,DAMAUS S.A.,UNITED STATES,UNITED STATES,MIAMI INTERNATIONAL AIRPORT,AEREA,GUAYAQUIL AEREO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AGITADORES ELECTRICOS,ARROW,NUEVA,6.0,1.0,NUMERO DE UNIDADES,0.0,1103.87,132.0,3.74,1239.61,CARGO MASTER LOGISTICS INC AS AGENT OF CONSIGNEE,TAMPA CARGO S.A.,UNITED STATES,0.0,TORRES & TORRES AGENTES DE ADUANAS TTADAD C.A.,N336QT,CEC2021QT300006,H002297,05904330-INTERCARGA INTERNACIONAL DE CARGA S.A.,34.72,AFORO-AFORO AUTOMATICO,CALLE 3ERA 417 ENTRE DATILES Y LA MONJAS,20210119.0,20210119.0,20210122.0,20210122.0,INV2136113,ELECTRIC STIRRER MODEL 2000 120V,PRODUCTO TERMINADO,ARROW,0.0,1195R32,1103.87,20210122.0,20210122.0,FOB,AIR MAINLAND & SEA CARGO SERVICE S.A. AMSECARGO,,0.0,CEC2021QT30000600596026,20210125.0,,,,,,
2021-01-21,IMPORTACION A CONSUMO,028-2021-10-00052652,3000030.0,1.0,102091741001.0,ESCANDON PACHECO JOSE ALEJANDRO,ARGENTINA,ARGENTINA,SAN ANTONIO,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",TURBOMEZCLADOR GRANULADOR,COMASA,NUEVA,1.0,1.0,NUMERO DE UNIDADES,0.0,96100.0,185.3,962.85,97248.15,COMASA SA,HAPAG-LLOYD ECUADOR S.A.,CHILE,0.0,VINTIMILLA CASTRO MAURO PATRICIO,JOGELA,CEC2021HLCU0202,BUE210122-3,05907400-INARPI S.A.,1210.0,AFORO-AFORO AUTOMATICO,CIMARRONES SN Y CAMINO A PATAMARCA,20210109.0,20210119.0,20210121.0,20210121.0,00011-00001273,TURBOMEZCLADOR GRANULADOR,TURBOMEZCLADOR,COMASA,2020.0,MIC 400,96100.0,20210121.0,20210121.0,FOB,MARITIME SERVICES LINE DEL ECUADOR MSL DEL ECUADOR S.A.,,0.0,CEC2021HLCU020291530003,20210121.0,,,,,,
2021-01-07,IMPORTACION A CONSUMO,028-2021-10-00013812,21.0,1.0,992717769001.0,IMPORTADORA ECUASINO S.A.,CHINA,CHINA,SHEKOU,MARITIMO,GUAYAQUIL MARITIMO,8479820000.0,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERADORES,S/MARCA,NUEVA,3924.0,288.0,NUMERO DE UNIDADES,0.0,181152.0,19621.01,140.54,200913.55,HUBEI PROVINCIAL JIAXIN MACHINERY IMPORT AND EXPORT CO LT,AGENCIA MARITIMA GLOBAL MARGLOBAL SA,CHINA,4.0,VERA SERRANO JORGE LUIS,CAP ANDREAS,CEC2020WHLU5438,025A673837,05907400-INARPI S.A.,58624.0,AFORO-AFORO AUTOMATICO,AVENIDA RODRIGO CHAVEZ 274 Y AVENIDA TANCA MARENGO,20201130.0,20210106.0,20210107.0,18991230.0,FD20H912,AERADORES,AERADORES,S/MARCA,0.0,S/MODELO,629.0,20210107.0,20210107.0,CIF,ZZ OTROS LIBERADORES DIRECTOS,,0.0,CEC2020WHLU54380016,20210111.0,,,,,,
